site_id,site_name,site_type,agency,state,latitude,longitude,first_date_data_available,last_date_data_available,record_count,site_query_url,date_metadata_last_updated,tz_cd,doi,huc8,conus1_i,conus1_j,conus2_i,conus2_j,usda_elevation
1172:NM:SNTL,San Antonio Sink,SNOTEL station,NRCS,NM,36.85967,-106.22657,2011-07-15,2026-01-24,5308,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,13010005,979.0,419.0,1408.0,1375.0,9143.0
731:WY:SNTL,Sand Lake,SNOTEL station,NRCS,WY,41.4625,-106.281,1982-10-01,2026-01-24,15822,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10180004,1031.0,925.0,1461.0,1869.0,10098.0
732:WY:SNTL,Sandstone RS,SNOTEL station,NRCS,WY,41.11179,-107.17043,1985-10-01,2026-01-24,14726,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14050003,953.0,895.0,1384.0,1841.0,8152.0
922:NM:SNTL,Santa Fe,SNOTEL station,NRCS,NM,35.77154,-105.78487,1996-10-01,2026-01-24,10708,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,13020201,1005.0,295.0,1433.0,1253.0,11465.0
1280:UT:SNTL,Santaquin Meadows,SNOTEL station,NRCS,UT,39.92076,-111.71802,2016-10-27,2026-01-24,3377,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020201,555.0,821.0,997.0,1772.0,7835.0
733:OR:SNTL,Santiam Jct.,SNOTEL station,NRCS,OR,44.43503,-121.94502,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17090004,,,326.0,2441.0,3740.0
1128:CO:SNTL,Sargents Mesa,SNOTEL station,NRCS,CO,38.2856,-106.37085,2008-10-01,2026-01-24,6325,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,13010004,984.0,577.0,1413.0,1530.0,11499.0
734:WA:SNTL,Sasse Ridge,SNOTEL station,NRCS,WA,47.38485,-121.06323,1984-10-01,2026-01-24,15091,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17030001,6.0,1795.0,484.0,2723.0,4340.0
1231:WA:SNTL,Satus Pass,SNOTEL station,NRCS,WA,45.98797,-120.67734,2012-08-24,2026-01-24,4902,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17070106,,,467.0,2572.0,3960.0
735:ID:SNTL,Savage Pass,SNOTEL station,NRCS,ID,46.46633,-114.63333,1983-10-01,2026-01-24,15457,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17060303,459.0,1578.0,914.0,2507.0,6190.0
1068:WA:SNTL,Sawmill Ridge,SNOTEL station,NRCS,WA,47.15992,-121.42172,2006-08-01,2026-01-24,7117,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17110013,,,452.0,2708.0,4640.0
1251:CO:SNTL,Sawtooth,SNOTEL station,NRCS,CO,40.13632,-105.58486,2014-09-25,2026-01-24,4140,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10190005,1074.0,773.0,1501.0,1721.0,9676.0
736:OR:SNTL,Schneider Meadows,SNOTEL station,NRCS,OR,45.00107,-117.16522,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050201,231.0,1462.0,693.0,2398.0,5400.0
737:CO:SNTL,Schofield Pass,SNOTEL station,NRCS,CO,39.01467,-107.04933,1985-10-01,2026-01-24,14726,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14010004,935.0,664.0,1366.0,1615.0,10653.0
915:ID:SNTL,Schwartz Lake,SNOTEL station,NRCS,ID,44.84618,-113.83732,1995-10-01,2026-01-24,11074,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17060204,484.0,1389.0,935.0,2324.0,8630.0
738:ID:SNTL,Schweitzer Basin,SNOTEL station,NRCS,ID,48.37428,-116.63917,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010215,356.0,1819.0,819.0,2740.0,6090.0
1038:ID:SNTL,Schweitzer Saddle,SNOTEL station,NRCS,ID,48.37431,-116.63926,2002-10-01,2008-07-15,2115,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010215,356.0,1819.0,819.0,2740.0,6110.0
739:CO:SNTL,Scotch Creek,SNOTEL station,NRCS,CO,37.64562,-108.00833,1986-08-06,2026-01-24,14417,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14030002,833.0,524.0,1266.0,1479.0,9195.0
740:ID:SNTL,Secesh Summit,SNOTEL station,NRCS,ID,45.18848,-115.97152,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050123,327.0,1461.0,785.0,2396.0,6540.0
741:ID:SNTL,Sedgwick Peak,SNOTEL station,NRCS,ID,42.52497,-111.95635,1988-10-01,2026-01-24,13630,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040208,585.0,1108.0,1029.0,2051.0,7850.0
742:UT:SNTL,Seeley Creek,SNOTEL station,NRCS,UT,39.31042,-111.43297,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14060009,567.0,751.0,1008.0,1702.0,9904.0
743:OR:SNTL,Seine Creek,SNOTEL station,NRCS,OR,45.52688,-123.29857,1981-10-21,2026-01-24,16167,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17090010,,,265.0,2585.0,2060.0
744:NM:SNTL,Senorita Divide #2,SNOTEL station,NRCS,NM,36.00152,-106.83408,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,13020202,914.0,331.0,1344.0,1289.0,8569.0
1043:WA:SNTL,Sentinel Butte,SNOTEL station,NRCS,WA,48.86133,-118.39843,2003-09-01,2026-01-24,8182,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17020002,,,712.0,2822.0,4680.0
745:OR:SNTL,Sevenmile Marsh,SNOTEL station,NRCS,OR,42.69825,-122.14165,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,18010203,,,254.0,2268.0,5700.0
746:NV:SNTL,Seventysix Creek,SNOTEL station,NRCS,NV,41.73732,-115.47215,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050102,284.0,1079.0,737.0,2026.0,7350.0
747:ID:SNTL,Shanghi Summit,SNOTEL station,NRCS,ID,46.56603,-115.74216,1983-01-01,2026-01-24,15725,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17060306,378.0,1607.0,837.0,2536.0,4600.0
1060:CO:SNTL,Sharkstooth,SNOTEL station,NRCS,CO,37.50356,-108.11405,2004-10-15,2026-01-24,7772,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14030002,822.0,510.0,1255.0,1465.0,10747.0
748:WA:SNTL,Sheep Canyon,SNOTEL station,NRCS,WA,46.19325,-122.25393,1983-10-01,2026-01-24,15457,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17080005,,,362.0,2628.0,3990.0
749:ID:SNTL,Sheep Mtn.,SNOTEL station,NRCS,ID,43.2103,-111.68792,1981-10-20,2026-01-24,16165,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040205,620.0,1179.0,1064.0,2119.0,6650.0
750:NV:SNTL,Sheldon,SNOTEL station,NRCS,NV,41.90435,-119.44464,1989-10-01,2026-01-24,13265,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17120008,,,434.0,2124.0,5865.0
751:WY:SNTL,Shell Creek,SNOTEL station,NRCS,WY,44.50012,-107.42947,1979-10-01,2026-01-24,16918,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10080010,979.0,1270.0,1411.0,2205.0,9580.0
752:ID:SNTL,Sherwin,SNOTEL station,NRCS,ID,46.95028,-116.33972,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010304,342.0,1659.0,804.0,2586.0,3200.0
753:MT:SNTL,Short Creek,SNOTEL station,NRCS,MT,44.97572,-111.95215,1988-10-01,2026-01-24,13630,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10020003,633.0,1376.0,1078.0,2309.0,7000.0
754:MT:SNTL,Shower Falls,SNOTEL station,NRCS,MT,45.40125,-110.95758,1965-10-01,2026-01-24,22031,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10020008,718.0,1409.0,1161.0,2341.0,8100.0
1169:NM:SNTL,Shuree,SNOTEL station,NRCS,NM,36.78765,-105.2392,2010-08-19,2026-01-24,5638,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,13020101,1065.0,402.0,1492.0,1358.0,10092.0
1034:NM:SNTL,Sierra Blanca,SNOTEL station,NRCS,NM,33.40682,-105.79467,2002-10-03,2026-01-24,8515,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,13060008,976.0,35.0,1404.0,996.0,10268.0
755:NM:SNTL,Signal Peak,SNOTEL station,NRCS,NM,32.92342,-108.14546,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,15040001,752.0,8.0,1183.0,970.0,8405.0
756:OR:SNTL,Silver Creek,SNOTEL station,NRCS,OR,42.95615,-121.18123,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17120005,,,334.0,2272.0,5740.0
757:NM:SNTL,Silver Creek Divide,SNOTEL station,NRCS,NM,33.3696,-108.70711,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,15040004,707.0,65.0,1139.0,1026.0,9096.0
759:OR:SNTL,Silvies,SNOTEL station,NRCS,OR,42.75333,-118.68785,1979-10-01,2026-01-24,16918,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17120003,53.0,1249.0,516.0,2195.0,6990.0
760:MT:SNTL,Skalkaho Summit,SNOTEL station,NRCS,MT,46.24212,-113.7725,1976-10-01,2026-01-24,18013,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010202,519.0,1541.0,971.0,2470.0,7250.0
1257:WA:SNTL,Skate Creek,SNOTEL station,NRCS,WA,46.64336,-121.83044,2014-10-16,2026-01-24,4119,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17080004,,,406.0,2664.0,3770.0
912:WA:SNTL,Skookum Creek,SNOTEL station,NRCS,WA,47.68433,-121.61007,1995-08-31,2026-01-24,11105,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17110010,,,456.0,2766.0,3310.0
1286:MT:SNTL,Slagamelt Lakes,SNOTEL station,NRCS,MT,45.36526,-113.71834,2020-09-19,2026-01-24,1954,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10020004,504.0,1444.0,956.0,2377.0,8620.0
783:MT:SNTL,Sleeping Woman,SNOTEL station,NRCS,MT,47.17902,-114.33368,1991-10-01,2026-01-24,12535,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010212,497.0,1652.0,952.0,2577.0,6150.0
761:ID:SNTL,Slug Creek Divide,SNOTEL station,NRCS,ID,42.56248,-111.29797,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040207,639.0,1103.0,1081.0,2045.0,7225.0
762:CO:SNTL,Slumgullion,SNOTEL station,NRCS,CO,37.99076,-107.20392,1980-08-13,2026-01-24,16601,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14020002,908.0,553.0,1339.0,1507.0,11560.0
926:ID:SNTL,Smiley Mountain,SNOTEL station,NRCS,ID,43.72718,-113.83402,2001-10-01,2026-01-24,8882,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040218,460.0,1267.0,910.0,2206.0,9520.0
763:UT:SNTL,Smith  Morehouse,SNOTEL station,NRCS,UT,40.78931,-111.09192,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020101,623.0,907.0,1064.0,1854.0,7631.0
1167:OR:SNTL,Smith Ridge,SNOTEL station,NRCS,OR,44.30325,-122.04053,2011-11-16,2026-01-24,5184,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17090004,,,314.0,2430.0,3270.0
764:WY:SNTL,Snake River Station,SNOTEL station,NRCS,WY,44.13361,-110.66917,1989-10-01,2026-01-24,13262,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040101,717.0,1267.0,1159.0,2203.0,6920.0
765:WY:SNTL,Snider Basin,SNOTEL station,NRCS,WY,42.4949,-110.53203,1980-10-01,2026-01-23,16551,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14040101,699.0,1086.0,1140.0,2028.0,8060.0
767:OR:SNTL,Snow Mountain,SNOTEL station,NRCS,OR,43.94885,-119.54013,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17120002,19.0,1395.0,487.0,2337.0,6230.0
766:UT:SNTL,Snowbird,SNOTEL station,NRCS,UT,40.56914,-111.65852,1989-10-01,2026-01-24,13265,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16020204,572.0,891.0,1014.0,1839.0,9177.0
927:AZ:SNTL,Snowslide Canyon,SNOTEL station,NRCS,AZ,35.34179,-111.65084,1997-10-01,2026-01-24,10343,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,15020016,474.0,322.0,912.0,1282.0,9744.0
1132:WY:SNTL,Soldier Park,SNOTEL station,NRCS,WY,44.34847,-107.0136,2010-08-06,2026-01-24,5651,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10090206,1010.0,1249.0,1441.0,2184.0,8720.0
769:ID:SNTL,Soldier R.S.,SNOTEL station,NRCS,ID,43.48407,-114.82692,1986-10-01,2026-01-24,14361,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040220,376.0,1257.0,829.0,2198.0,5740.0
770:ID:SNTL,Somsen Ranch,SNOTEL station,NRCS,ID,42.95275,-111.35933,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040207,641.0,1147.0,1084.0,2087.0,6800.0
771:CA:SNTL,Sonora Pass,SNOTEL station,NRCS,CA,38.31021,-119.6003,1978-10-01,2026-01-23,17282,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16050302,,,314.0,1755.0,8770.0
985:WA:SNTL,Sourdough Gulch,SNOTEL station,NRCS,WA,46.23718,-117.39438,2000-10-01,2026-01-24,9247,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17060103,245.0,1600.0,709.0,2531.0,4000.0
772:WY:SNTL,South Brush Creek,SNOTEL station,NRCS,WY,41.3295,-106.5025,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10180002,1011.0,912.0,1441.0,1857.0,8495.0
773:CO:SNTL,South Colony,SNOTEL station,NRCS,CO,37.96647,-105.53671,1991-10-01,2026-01-24,12535,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,11020001,1052.0,534.0,1480.0,1488.0,10868.0
925:OR:SNTL,South Fork Bull Run,SNOTEL station,NRCS,OR,45.44575,-122.03125,1997-10-01,2026-01-24,10343,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17080001,,,353.0,2546.0,2690.0
774:ID:SNTL,South Mtn.,SNOTEL station,NRCS,ID,42.76478,-116.90037,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050108,195.0,1216.0,653.0,2160.0,6500.0
775:WY:SNTL,South Pass,SNOTEL station,NRCS,WY,42.57317,-108.84325,1985-10-01,2026-01-24,14726,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10080003,837.0,1073.0,1273.0,2015.0,9040.0
776:WA:SNTL,Spencer Meadow,SNOTEL station,NRCS,WA,46.1795,-121.92661,1982-10-01,2026-01-24,15822,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17080002,,,384.0,2619.0,3400.0
777:WA:SNTL,Spirit Lake,SNOTEL station,NRCS,WA,46.26113,-122.1772,1984-10-01,2026-01-24,15091,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17080005,,,369.0,2633.0,3520.0
1117:UT:SNTL,Spirit Lk,SNOTEL station,NRCS,UT,40.83868,-110.00527,2009-09-15,2026-01-24,5976,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14040106,714.0,898.0,1152.0,1845.0,10235.0
778:CA:SNTL,Spratt Creek,SNOTEL station,NRCS,CA,38.66627,-119.81741,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,16050201,,,307.0,1797.0,6063.0
779:WY:SNTL,Spring Creek Divide,SNOTEL station,NRCS,WY,42.52516,-110.66148,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14040101,689.0,1091.0,1130.0,2033.0,9000.0
984:WA:SNTL,Spruce Springs,SNOTEL station,NRCS,WA,46.18287,-117.54155,2000-07-15,2026-01-23,9324,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17060103,233.0,1597.0,697.0,2528.0,5700.0
780:CO:SNTL,Spud Mountain,SNOTEL station,NRCS,CO,37.69883,-107.77841,1986-10-01,2026-01-20,14357,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14080104,854.0,528.0,1286.0,1482.0,10674.0
781:MT:SNTL,Spur Park,SNOTEL station,NRCS,MT,46.77962,-110.62165,1966-10-01,2026-01-24,21666,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10040103,768.0,1557.0,1211.0,2482.0,8100.0
782:ID:SNTL,Squaw Flat,SNOTEL station,NRCS,ID,44.77091,-116.24805,1981-10-01,2026-01-24,16187,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17050124,296.0,1421.0,754.0,2357.0,6240.0
786:WY:SNTL,St. Lawrence Alt,SNOTEL station,NRCS,WY,43.03313,-109.17025,1983-10-01,2026-01-24,15457,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10080002,818.0,1128.0,1255.0,2068.0,8620.0
787:MT:SNTL,Stahl Peak,SNOTEL station,NRCS,MT,48.90902,-114.86298,1975-10-01,2026-01-24,18379,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010101,498.0,1849.0,955.0,2766.0,6030.0
788:WA:SNTL,Stampede Pass,SNOTEL station,NRCS,WA,47.27427,-121.34162,1982-10-01,2026-01-24,15822,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17110013,,,461.0,2718.0,3850.0
789:OR:SNTL,Starr Ridge,SNOTEL station,NRCS,OR,44.26423,-119.02162,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17120002,68.0,1418.0,535.0,2359.0,5250.0
1258:CA:SNTL,State Line,SNOTEL station,NRCS,CA,41.98609,-120.71574,2014-06-20,2026-01-24,4237,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,18010204,,,339.0,2161.0,5680.0
790:UT:SNTL,Steel Creek Park,SNOTEL station,NRCS,UT,40.90862,-110.50462,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14040107,674.0,912.0,1113.0,1859.0,10158.0
791:WA:SNTL,Stevens Pass,SNOTEL station,NRCS,WA,47.74607,-121.09288,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17110009,15.0,1834.0,493.0,2761.0,3950.0
792:ID:SNTL,Stickney Mill,SNOTEL station,NRCS,ID,43.86117,-114.20902,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17040218,433.0,1288.0,885.0,2227.0,7430.0
793:CO:SNTL,Stillwater Creek,SNOTEL station,NRCS,CO,40.22532,-105.9198,1985-10-31,2026-01-24,14696,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14010001,1046.0,786.0,1475.0,1734.0,8880.0
794:OR:SNTL,Strawberry,SNOTEL station,NRCS,OR,42.12587,-120.8361,1980-10-01,2026-01-24,16552,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,18010204,,,334.0,2178.0,5770.0
795:UT:SNTL,Strawberry Divide,SNOTEL station,NRCS,UT,40.16483,-111.20665,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14060004,602.0,841.0,1043.0,1790.0,8123.0
1009:MT:SNTL,Stringer Creek,SNOTEL station,NRCS,MT,46.9269,-110.90198,2001-09-14,2026-01-24,8899,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10030103,750.0,1576.0,1193.0,2501.0,6550.0
901:MT:SNTL,Stuart Mountain,SNOTEL station,NRCS,MT,46.99523,-113.92664,1994-10-01,2026-01-24,11439,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,17010204,524.0,1625.0,977.0,2551.0,7400.0
797:CO:SNTL,Stump Lakes,SNOTEL station,NRCS,CO,37.47647,-107.63348,1986-10-01,2026-01-23,14360,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,14080104,864.0,502.0,1295.0,1456.0,11248.0
798:WY:SNTL,Sucker Creek,SNOTEL station,NRCS,WY,44.7225,-107.40033,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,10090101,984.0,1294.0,1416.0,2228.0,8880.0
800:OR:SNTL,Summer Rim,SNOTEL station,NRCS,OR,42.6957,-120.80158,1978-10-01,2026-01-24,17283,https://wcc.sc.egov.usda.gov/awdbWebService/webservice/testwebservice.jsf?webserviceName=/awdbWebService,2023-03-07,PST,,18010202,,,354.0,2236.0,7080.0
